numero,tipo_registro,nome,compositor,edicao,tonalidade,armadura,compasso,andamento,andamento_figura,andamento_min,andamento_max,voz_violino,oitava_violino,arcadas,ritornello,final,fonte,arquivo,pdf_pagina,observacoes
65,HINO,Igual ao Mestre!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,82,
66,HINO,Cansado estás? Vem a Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,83,
67,HINO,""" Vinde a Mim!""",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,84,
68,HINO,"Sem tardar, vai a Cristo",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,86,
69,HINO,A família de Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,87,
70,HINO,"Senhor, Tu és a minha Esperança",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,88,
71,HINO,"Ó Senhor Jesus, eu recorro a Ti",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,89,
72,HINO,"Nome glorioso, o de Jesus!",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,90,
73,HINO,"Semearei, semearei",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,91,
74,HINO,Vamos produzir frutos de louvor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,92,
75,HINO,"Vem a Jesus, ó alma errante",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,93,
76,HINO,Cristo Jesus Sua mão me dá,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,94,
77,HINO,Vamos lançar a semente,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,95,
78,HINO,Glória a Jesus! Glória a Jesus!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,96,
79,HINO,Bom é estarmos nós aqui,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,97,
80,HINO,"Por Cristo, resgatado",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,98,
81,HINO,A vida deu por ti,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,99,
82,HINO,Oh! Que grande amor!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,100,
83,HINO,Vinde às bodas,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,1,
84,HINO,Quão amável é a Tua casa,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,2,
85,HINO,Anunciai o santo Evangelho,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,3,
86,HINO,"Grande Tu és, ó Pai",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,4,
87,HINO,Eis que vem Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,5,
88,HINO,Minha oração,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,6,
89,HINO,Oh! Grande Deus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,7,
90,HINO,Teu destino é a glória,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,8,
91,HINO,No esconderijo do Onipotente,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,9,
92,HINO,O santo Evangelho,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,10,
93,HINO,Aceitando ao Senhor...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,11,
94,HINO,Quem sustenta a nossa vida,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,12,
95,HINO,""" Vinde, ó benditos de Meu Pai""",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,14,
96,HINO,"Vinde, adoremos a Deus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,15,
97,HINO,"Cristo Jesus, nosso bom Pastor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,16,
98,HINO,Cristo Jesus tudo pode,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,18,
99,HINO,Jesus Cristo é o Amigo celestial,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,19,
100,HINO,"Todos juntos, jubilemos",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,20,
101,HINO,"Cantemos, juntos, louvores a Deus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,21,
102,HINO,Sinto a voz divina do meu fiel Pastor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,22,
103,HINO,"Bendize, ó minha alma",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,24,
104,HINO,"Santo, Santo és, Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,25,
105,HINO,Volta ao teu lar Paternal!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,26,
106,HINO,Em nome do nosso Redentor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,27,
107,HINO,O fim de tudo chegará,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,28,
108,HINO,É Jesus a Fonte de riqueza,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,29,
109,HINO,"Vem, ó Senhor, ajudar-me",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,30,
110,HINO,"Vigiai, irmãos",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,31,
111,HINO,Do sepulcro ressurgiu triunfante,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,32,
112,HINO,Sigamos sempre ao Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,33,
113,HINO,O Senhor seja louvado,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,34,
114,HINO,"Clama ao Mestre, Cristo Jesus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,35,
115,HINO,Minha alma engrandece...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,36,
116,HINO,Amo ao Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,37,
117,HINO,Jesus habita em meu coração,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,38,
118,HINO,Fiel Salvador é Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,40,
119,HINO,Luz aos meus pés é a Tua Palavra,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,41,
120,HINO,Nossa cruz tomemos,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,42,
121,HINO,O meu socorro vem do Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,43,
122,HINO,Alegrei-me quando me disseram...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,44,
123,HINO,"Ó Jesus, és meu Guardião",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,45,
124,HINO,Vivo na graça,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,46,
125,HINO,Mais grato a Ti,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,47,
126,HINO,Levemos a mensagem de amor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,48,
127,HINO,"Meu bom Jesus, Contigo almejo estar",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,49,
